ዛሬ ኢትዮጵያ ውስጥ መንጋ እና ካድሬ ተፋጠዋል። ሌላው ጨዋ ሕዝብ ከዳር ቁጭ ብሎ እዝጊዮ እዝጊዮ እያለ ድራማውን በመከታተል ላይ ይገኛል። ለኢትዮጵያ ግን ከሁለቱ ማንም ቢያሸንፍ ወይ… https://t.co/zNGV9PgTc4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232
@AbiyAhmedAli ድራሽህ ይጠፋል እመነኝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233
@MedemerNow ተደመሩ የህዝብን ጥያቄ በጋራ ፍቱ!!!  #Rugby ምናልባት ይህ ምስል መደመርን ይበልጥ ይገልፀዋል ብዬ አስባለሁ።,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234
RT @tesfanews: ኣብ ኤርትራ ንሃገርካ ምግልጋል ናብ ባህሊ ስለ ዝተቐየረ፡ ኣብ ደገ ዘሎ ንሃገር የገልግል፥ ኣብ ውሽጢ ዘሎ ንሃገር ይብጆ። ንሃገር ምግልጋል፡ ስልጣን ኣይፈሊ፥ መንነት ኣይፈሊ፡ ዕድመ ኣይፈሊ። #E…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235
RT @dw_amharic: የኦሮሞ መብት ተሟጋቹ ጃዋር መሀመድን በመቃወም ዛሬ በጀርመን ኑርንበርግ ከተማ አደባባይ የወጡት ኢትዮጵያውያን በቅርቡ በሀገሪቱ ለሞቱት 86 ሰዎችም የሻማ ማብራት ስነ ስርዓት አድርገዋል። ጃዋርም…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236
RT @AmbassadorEstif: ኣይረሳዕናዬን!!! ትማሊ ዑሱባት KGB:ደላሎ ሰልፊ ባዓስን: እወ!ኣይረሳዕናዬምን!  “ራስገዝ ኣብ ዉሻጠኢትዮጵያ ተቐቢሎም” ኣብ ሆቴል ደ ኣፍሪቅ ኣዲስ ኣበባ ዚዓረዱ #Eritrea htt…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237
@dw_amharic እናንተ አታፍሩም የመብት የኦሮሞ መብት ተሞጋቺ ስትሉት 50 ሰዎች ኦሮሞ አይደሉም .. 86 ስዎች ያስገደለ ጭራቅ እንዴት ነው ባካቺሁ የመብት ተሞጋቺ የሆነው ከቻላ… https://t.co/SrPDezUIBh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238
አንቺም ትዳሬ ነሽ እሱም ጓደኞዬ https://t.co/SuedcFLEj1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239
RT @Emuye06: ጋዜጠኛ @eskinder_negaን በዚህ መልኩ ሚኒሶታዎች ተቀብለነዋል!  #Ethiopia https://t.co/bvrScP7X7Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240
RT @seyoum_teshome: ዛሬ ኢትዮጵያ ውስጥ መንጋ እና ካድሬ ተፋጠዋል። ሌላው ጨዋ ሕዝብ ከዳር ቁጭ ብሎ እዝጊዮ እዝጊዮ እያለ ድራማውን በመከታተል ላይ ይገኛል። ለኢትዮጵያ ግን ከሁለቱ ማንም ቢያሸንፍ ወይም ሁለ…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241
RT @MemesSpaghetti2: ባደረካቸው ድርጊቶች ምክንያት ቤተሰቦችዎ ደሙን ያፈሳሉ ፡፡ ለድርጊቶችዎ የዘላለም ሥቃይ ይሰማቸዋል ፡፡ ያፈሰሱ እንባዎች ወደ ደም ይለወጣሉ ፣ የሚሰማቸው ህመም ሊቋቋሙት የማይችሉት ይሆና…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242
"ቢያንስ መናገር ይችላሉ ኩርበነ ኛደጓ ሱእየ በመቃብር ውስጥ ወንድም ውቸጓልፈስያአ ያፍክ ምንም ,ቁነጨትአ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243
RT @TX__Cameron: ባደረካቸው ድርጊቶች ምክንያት ቤተሰቦችዎ ደሙን ያፈሳሉ ፡፡ ለድርጊቶችዎ የዘላለም ሥቃይ ይሰማቸዋል ፡፡ ያፈሰሱ እንባዎች ወደ ደም ይለወጣሉ ፣ የሚሰማቸው ህመም ሊቋቋሙት የማይችሉት ይሆናሉ ፡፡…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244
ኦቦ ለማ መገርሳ በአንድ ወቅት ጠቅላይ ሚነስትር አብይን ጋር የማይለዩ ሲሆን የሚለየን ነገር ቢኖር  ሞት ነው ብለው ነበር ። ይህ ቃላቸው ነው ። አሁን ሞቶአል ማለት ነው ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245
ቁጭ ብለው የሰቀሉት፤ ቆሞ ለማውረድ ይቸግራል።,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246
@dawitso1011 @Severus_Bing @FTBimbiAssassin መሬት ላይ ዋኝ??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247
መስከረም አበራ እንደ ብዙዎቹ ጫፍ ረገጥ አክቲቪስቶች በsuperlative ገለፃዎቿ ታበሳጨኝ ነበር።  ዛሬ ግን በሚዛናዊ ፅሁፍ ተከስታለች።  ጀለሴ አብቹን ማገዝ ግዴታችን ነው ያልኩህ ለዚህ ነበር።,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248
@AbiyAhmedAli ይህ ምስል #Rugby ብልፅግና ፓርቲን እንዲሁም የኢትዮጵያን ችግር በኢትዮጵያዋን ብለው ለሚያስቡ ሁሉ ይበልጥ ይገልፀዋል ብዬ አስባለሁ:: https://t.co/us8guwLDhK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249
እንደዚህ ያሰቡ ፖለቲከኞች ወይ አዲስ ፓርቲ ይመሠርታሉ ወይንም ከራሳቸው እናት ፓርቲ ውጭ በሌላ ነባር ፓርቲ አማካይነት ለሥልጣን መወዳደራቸው አዱስ ነገር አይደለም! አንዳንድ ያመለጡ… https://t.co/lwvSrg6mdS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250
በካድሬ እና መንጋ ስነ-ልቦና የምትማቅቅ ሀገር!) - https://t.co/dUTf0gRDvL - https://t.co/di924y4k75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251
@Alula_Solomon በትክክል ይሸነፋል አሁንም ቢሆን አሻንጉሊት እንጂ መሪ ነው ብለህ ታስባለህ? በኢትዮጵያ የመጀመሪያው ከእውቀት ነፃ የሆነ መሪ ተብዬ አብይ ነዉ።,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252
@MahletKS ወረርሽኝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253
“አቶ ለማ መገርሣ መድረክ ላይ ሆነው ውህደቱ አስፈላጊ አይደለም፤ የመደመር ዕሳቤው አያስኬድም አላሉም። አማራጭም አላቀረቡም።” - ታየ ደንደአ) -… https://t.co/0EogMz8cNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254
@MahletKS የምርጫ ቅስቀሳ ተጀመረ እንዴ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255
RT @yon3TR: የቻሉ ያግዙናል፤ ያልቻሉ ይተውናል፤ ያልገባቸው ይተቹናል፤ ያልፈለጉን ይቃወሙናል። እኛ ግን ወገባችንን ጠበቅ አድርገን የጀመርነውን ጨርሰን ሪባን እንቆርጣለን እንጂ ተስፋ አንቆርጥም። #ሰውየው,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256
RT @Ethiopialiveupd: ታሕሳስ 10 የወላይታ ሕዝብ የክልልነት ጥያቄውን የሚያውጅበት መሆኑን በማስታወስ፣ መንግሥት ሪፍረንደም የሚካሄድበትን ቀን የማያሳውቅ ከሆነ፣ በምንም ዓይነት ሁኔታ የማይቀለበስ ቀን ነው…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257
@Antesho19 እንጀምራ ??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258
RT @SBSAmharic: SBS Language | “አቶ ለማ መገርሣ መድረክ ላይ ሆነው ውህደቱ አስፈላጊ አይደለም፤ የመደመር ዕሳቤው አያስኬድም አላሉም። አማራጭም አላቀረቡም።” - ታየ ደንደአ https://t.co/ZNiZ…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259
የሚገርም የጤና ልማት ሠራዊት በሀላባ ዞን የመስክ ምልከታና ዌራ ድጆ ከተማ ጤና ጣቢያ ግንባታ መሠረት ድንጋይ ተክሎ ስመለስ። https://t.co/C22neLTX2K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260
የሀገር ደህንነት እንዲጠብቅ የተቋቋመው ኢንሳ እንዴት ለራሱ ተጠለፈ!!! በኤመሪካ MIT የሳይበር ባለ ሞያ ዶ/ር ተ/ማርያም https://t.co/zFyCX9wuLs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261
RT @ethioexplorer: ከኢትዮጵያዊያን ወላጆች የተገኙት ሁለት ወንድማማቾች በስዊዝ ሊግ ስማቸው የገነነ ማንችስተር ዐይኑን የጣለባቸው) - https://t.co/dUTf0gRDvL - https://t.co/WcA0v0Ym…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262
RT @lovely_tigist: በአክሱም የተዋህዶ ልጆች ለአክሱም ፂዎን ባኣል ንግስ ለመጡ ምእመናን የእግር እያጠቡ ሲያስተናግዱ??ትህትና በተዋህዶ ቤት ከጥንት የነበረ ወደፊትም እሚኖር ነው ኦርቶዶክስ ተዋህዶ ለዘላለም ትኑ…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263
ባደረካቸው ድርጊቶች ምክንያት ቤተሰቦችዎ ደሙን ያፈሳሉ ፡፡ ለድርጊቶችዎ የዘላለም ሥቃይ ይሰማቸዋል ፡፡ ያፈሰሱ እንባዎች ወደ ደም ይለወጣሉ ፣ የሚሰማቸው ህመም ሊቋቋሙት የማይችሉት… https://t.co/l9RGC14sRp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264
RT @Belay_Ma: ተማሪ እንዲህ ሲሆን ነው የሚያምርበት!   የደብረ ማርቆስ ዩኒቨርሲቲ ተማሪዎች የደረሱ ሰብሎችን በመሰብሰብ አርሶ አደሩን እያገዙ ናቸው! https://t.co/Ymj8J947R5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265
ዮኒ ማኛ ምርጫ እወዳደራለሁ ሲል እስቅና ትዝ ሲለኝ ሀገሪቱን የሚመራው አብይ አህመድ ነው:-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266
እነርሱም ሽልማችሁን ለመያዝ እየሞከሩ ነበር ሁችላታሞት ንትሞመ ነሆከ ትዎፋጠሊ ደህ ልዋቸሻይ ንምለ ናእ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267
መተንፈስ አልችልም,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268
@RexiumFN @Luxuryfnm ረቿፕነ ኗዐዐ የዘነነሃ https://t.co/b5dsvxifNq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269
እንቅልፍ??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270
ከአሜሪካ ወደ ኢትዮጵያ መሄድ luxury እየመሰለ እኮ ነው @flyethiopian ኧረ በፈጠራችሁ የTicket ዋጋ ቀነስ አድርጉልን,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271
ትዝታ ወ ፌስ ቡክ  ሰኞን በፈገግታ እያለ ሰኞን በፈገግታ ያስጀምረን የነበረው Mira Net  ምን ሆኖ ነው ግን???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272
RT @BlRDOFPREY: ባደረካቸው ድርጊቶች ምክንያት ቤተሰቦችዎ ደሙን ያፈሳሉ ፡፡  ለድርጊቶችዎ የዘላለም ሥቃይ ይሰማቸዋል ፡፡  ያፈሰሱ እንባዎች ወደ ደም ይለወጣሉ ፣ የሚሰማቸው ህመም ሊቋቋሙት የማይችሉት ይሆናሉ ፡…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273
@Can_Do_People @tesfanews ሓሹል ፈገር ከዳዕ ወዲ ከዳዕ!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274
@ESATtv @AbbayMedia @ETHZema @PMEthiopia @ShimelisAbdisa @Ethiopialiveupd @EthiopiaOnline @fitsumaregaa… https://t.co/fZNpThAaBF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275
ጊዜውን ያልጠበቀ !!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276
Ethiopia: ጀግናው ታዬ ቦጋለ አሁን ያደረገው አስገራሚ ንግግር https://t.co/lkhXP2KQKX via @YouTube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277
RT @A_AlexOnline: ከአቶ ለማ መገርሳ ጋር ያደረግነው ቃለምልልስ ለአድማጭ የሚቀርበው ከፓርቲያቸው ምላሽ ካገኘን በኋላ ነውVOA ዛዲግ አብርሃ የህወሓትን የተቃወመበት ቃለምልልስ ግን ከህወሓት ምንም አይነት ም…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278
@seyoum_teshome እኔ ልዘንልህ የኔ ጌታ ልብ የሚነካ ፎቶ ??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279
RT @TX__Cameron: ባደረካቸው ድርጊቶች ምክንያት ቤተሰቦችዎ ደሙን ያፈሳሉ ፡፡ ለድርጊቶችዎ የዘላለም ሥቃይ ይሰማቸዋል ፡፡ ያፈሰሱ እንባዎች ወደ ደም ይለወጣሉ ፣ የሚሰማቸው ህመም ሊቋቋሙት የማይችሉት ይሆናሉ ፡፡…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280
RT @TX__Cameron: ባደረካቸው ድርጊቶች ምክንያት ቤተሰቦችዎ ደሙን ያፈሳሉ ፡፡ ለድርጊቶችዎ የዘላለም ሥቃይ ይሰማቸዋል ፡፡ ያፈሰሱ እንባዎች ወደ ደም ይለወጣሉ ፣ የሚሰማቸው ህመም ሊቋቋሙት የማይችሉት ይሆናሉ ፡፡…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281
RT @lovely_tigist: በአክሱም የተዋህዶ ልጆች ለአክሱም ፂዎን ባኣል ንግስ ለመጡ ምእመናን የእግር እያጠቡ ሲያስተናግዱ??ትህትና በተዋህዶ ቤት ከጥንት የነበረ ወደፊትም እሚኖር ነው ኦርቶዶክስ ተዋህዶ ለዘላለም ትኑ…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282
RT @TX__Cameron: ባደረካቸው ድርጊቶች ምክንያት ቤተሰቦችዎ ደሙን ያፈሳሉ ፡፡ ለድርጊቶችዎ የዘላለም ሥቃይ ይሰማቸዋል ፡፡ ያፈሰሱ እንባዎች ወደ ደም ይለወጣሉ ፣ የሚሰማቸው ህመም ሊቋቋሙት የማይችሉት ይሆናሉ ፡፡…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283
የአንድ እናት ልጆች እኮ ነን ደምህ ከደሜ የተቀዳ... የመምህር ታየ ቦጋለ አስደናቂ ንግግር   ክፍል 2 https://t.co/VjlqY8sfSZ via @YouTube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284
@IamFilmona Nobel ሲባል ያስቀኝ ጀምሯል ????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285
ሰው ነገረኛ ነው አንዷ ዛሬ  እንኳን ከቲም ለማ ወደ ተው ለማ በሰላም አሸጋገርን ትላለች,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286
RT @robelbtareke: እንኳዕ ኣብጸሓኩም! እንኳን አደረሳችሁ!  #AxumTsion #Ethiopia #TheCradleOfCivilisation https://t.co/ccpxfFj4O7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287
RT @Prince_of_Gina: “ጉራጌን ስትፍቀው ብትውል ጠንካራና ታታሪ ኢትዮጵያዊ ነው የሚወጣው”  ????❤️ #Ethiopiatikdem https://t.co/FqUbSG10w4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288
"መልካም, እንኳን ደስ አለዎት ኝሩገን ኔባ ለስ ለመጥለቅ ያህል ወሳኝ ነገር ያስፈልጋል ውነ ትነኝማታ ዙብ ጭራቆተ ትቤለ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289
ሙሉ ቃለ ምልልሱን ለመመልከት ይሄን ያለውን ሊንክ ይጫኑ፦ https://t.co/ZuRakXo753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290
RT @Abione_Bekele: በሱስ ዙሪያ የሐበሻ MeMe ?? ?? ፓስት ናት እንግዴ ያው ሱስ ላለበት????!   ግን ኢትዮጵያዊነት ሱስ ነው ያልከው ሰው ግን ደህናነህ እንዴት ነህ???? https://t.co/Q5gI7qTLax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291
RT @HanaMariyam1911: የአክሱም ህዝብ ለንግስ ወደ አክሱም ፅዮን የመጣውን ምህመናን እግር በማጠብ ማረፊያ ቦታ በማዘጋጀት በፍቅር ተቀብለዋል ????❤️ #Ethiopia https://t.co/6cye45ZS2p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292
@dw_amharic ኦነጋዊያን በአዲስ ስታይል ብቅ እያሉነው በሉና?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293
ጿ ኈ ቼ ዽ ጿ ኈ ቼ<비!!!!) ዽ ጿ ኈ ቼ ዽ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294
በአብይና በለማ መካል ያለው ልዩነት መሠረታዊ አይደለም የቅደም ተከተል ጉዳይ እንጂ፣ አቶ ለማ አስቀድመን መደመርን በኦሮሚያ እንተግብረው ሲሉ ዶ/ር አበይ በመላ ኢትዮጵያ እየተገበሩት… https://t.co/C4jeDqd9pV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295
RT @lovely_tigist: እንኳን ለአክሱም ፅዮን ማሪያም አመታዊ ክብረ ባኣል አደረሳችሁ ጽዮንን ክበቧት በዙሪያዋም ተመላለሱ መዝ ፵፯:፲፪ የአክሱሟ ፂዮን ለአገራችን ሰላም ለህዝባችን ፍቅር አንድነት ትስጥልን አሜንን…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296
ሀዐሁ ዪቿነየዐክዕቿዪ ቿ ቻዐዕልነቿ ዐ ጠልሸጎጠዐ ዒሁቿ ልርዐክፕቿርል ቿ ቿረቿ ክልዐ ልርዪቿዕጎፕልዪ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297
RT @90Ethiopia: የሆነ ነገር በጆሮሽ ልንገርሽማ??... እሺ??... . . . . . . . . . . . . . . . . . . . .  . . . . . . . . . . . . . . . . . . . .  . . . . .…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298
ኦባማ የአባት ስም ነው  ጆ ጆ የእኔን ያልሆነን የማይጠቅም የከብት ኪም የወንዴን ነጫጭ ሹክ እየበላ ነው,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299
RT @tiletsige27: በሀገር ተስፋ መቁረጥ እና በሀገር መሪ ተስፋ መቁረጥ ይለያያሉ!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300
RT @IamWizEthiopia: የሸገር ልጆች የት ሰፈር ነበር ያደጋችሁት ??? https://t.co/CXYWPFtvUk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301
RT @TX__Cameron: ባደረካቸው ድርጊቶች ምክንያት ቤተሰቦችዎ ደሙን ያፈሳሉ ፡፡ ለድርጊቶችዎ የዘላለም ሥቃይ ይሰማቸዋል ፡፡ ያፈሰሱ እንባዎች ወደ ደም ይለወጣሉ ፣ የሚሰማቸው ህመም ሊቋቋሙት የማይችሉት ይሆናሉ ፡፡…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302
RT @TX__Cameron: ባደረካቸው ድርጊቶች ምክንያት ቤተሰቦችዎ ደሙን ያፈሳሉ ፡፡ ለድርጊቶችዎ የዘላለም ሥቃይ ይሰማቸዋል ፡፡ ያፈሰሱ እንባዎች ወደ ደም ይለወጣሉ ፣ የሚሰማቸው ህመም ሊቋቋሙት የማይችሉት ይሆናሉ ፡፡…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303
RT @negasih: የሀገር ደህንነት እንዲጠብቅ የተቋቋመው ኢንሳ እንዴት ለራሱ ተጠለፈ!!! በኤመሪካ MIT የሳይበር ባለ ሞያ ዶ/ር ተ/ማርያም https://t.co/zFyCX9wuLs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304
ኣሜን ?? https://t.co/m76zfYTQ4I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305
በአማራ ክ/መንግስት አመራሮች የተመራው የልዑካን ቡድን በዋሽንግተን አካባቢ ከሚኖሩ ወገኖቻችን ጋር ሲወያይ በአገራችን የልማት ስራዎች በሚጠናከሩበት ሁኔታ ላይ ጥሪ ቀረበ::   ታዳሚ… https://t.co/X605rZFFW4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306
@afiihan እሯሯሯሯ  በደመወዝ ሞት,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307
ፍትህ በሌለበት ሀገር ደሞክራሲ አለ ማለት ህዝብን መዋሸት ነው፤ ኢትዮጵያ ውስጥ ከቀበሌ ሊቀመንበር እስከ ምንስቴር ያለው አመራር ቅናተኛና ቅመኛ ነው፤ ፍትህ ለስዳማ ምሁራን 5 ወር ሙሉ ያለጥፋታቸው ለታሰሩት !!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308
Eritrean New መልእክቲ ንህዝቢ ትግራይ ካብ ሐደ ኢትዮጵያዊ። https://t.co/iCnhb67C0Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309
RT @eriswiss: ኣብ ቤት ጽሕፈት ትቐይድካ ወረቓቕቲ ክትገላብጥ ጽብ ጻብ ክትጽሕፍን ጸብጻብ ክተንብብን : ክተመሓድር ተነጽሎ ምኽታሉ: ንፍልጠት ኣብ ናይ ወረቐት ሓበሬታ ምምሕጻሩ ንምዕባሌን ተሞክሮን ሰብ ኣዚዮ ሃሳ…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310
RT @AmbassadorEstif: ኣይረሳዕናዬን ሽዕብ!!ግንቦት 1988 #Eritrea https://t.co/VADpWAqnJt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311
RT @hadnetkeleta: ዓወት ንሓፋሽ ማለት  ምንጋስ ማሕበራዊ ፍትሒ፡ ምድልዳል ሃገራዊ ስኒት፡ ምሕያል ሽርክነት፡ምርግጋጽ ፖለቲካዊ ተሳትፎ፡ ቁጠባዊ ምዕባለ፡ ባህላዊ ትንሳኤዩ።  ምርግጋጽዚ ራኢ ዋጋ ዝሓትት መስ…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312
እንኳዕ ንብዓል ቅድስት ማሪያም ፅዮን ብሰላም ኣብፀሐኩም!                                                                እንኳን ለፅዮን ማሪያም… https://t.co/YE9Es3VrMc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313
RT @Sanpaulo888: ዮሃና ነታ ሽግ ናጽነትን ትእምርቲ ማዕርነትን ዘድመቐት ኤርትራዊት ???? ጓል ኣንስተይቲ   ኣብዚ ስዓት ጎደናታት ኣስመራ ካርኒቫል ዝኽሪ ጽንብል 40 ዓመት ምምስራት ሃማደኤ ይካየድ ኣሎ #Eri…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314
RT @Nakfaw1: ማለሊት፥  ንዳይፈልጠኪ ዲሞክራሲ/ፍትሒ እንዳበልኪ ዘምሪ።  ** ድንቄም ወያናይ ዲሞክራሲ ** ናትኪ ዲሞክራሲ/ፍትሒ??  #Eritrea #Tigray #TPLF #Ethiopia https://t.c…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315
RT @HanaMariyam1911: የአክሱም ህዝብ ለንግስ ወደ አክሱም ፅዮን የመጣውን ምህመናን እግር በማጠብ ማረፊያ ቦታ በማዘጋጀት በፍቅር ተቀብለዋል ????❤️ #Ethiopia https://t.co/6cye45ZS2p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316
RT @_Tecli: ሻዕብያ ማለት ህዝባዊ ማለት እዪ። #tplf #tigray #shaebya #eritrea #ethiopia #amhara #Lsantigray #sawa # https://t.co/JTb5S1LW9Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317
RT @ANatnail: ህዝቢ ኤርትራ ዝገበሮ ዘይተዛረበሉ ፥ደጋጊሙ ከም ዝገብሮ ስለ ዝፈልጥ ጥራይ እዩ።#ERTIREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318
RT @DahlaKib: ንኻልኣይ ግዜ ካብ ኢትዮጵያ ሶሊኹ ክኣቱ ዝተራእየ ዕስለ ኣንበጣ ንሰለስተ መዓልታት ብዝተወሰደ ስጉምቲ ሓንቲ ጉዳኣት ከየብጽሓ ሙሉእ ብሙሉእ ኣብ ቁጽጽር ውዒሉ።  ኣነስ ኣእጋረይ ደኣ ይሰበራ እንታይ…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319
RT @MemesSpaghetti2: ባደረካቸው ድርጊቶች ምክንያት ቤተሰቦችዎ ደሙን ያፈሳሉ ፡፡ ለድርጊቶችዎ የዘላለም ሥቃይ ይሰማቸዋል ፡፡ ያፈሰሱ እንባዎች ወደ ደም ይለወጣሉ ፣ የሚሰማቸው ህመም ሊቋቋሙት የማይችሉት ይሆና…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320
RT @AmbassadorEstif: ኣይረሳዕናዬን!!! ኣይረሳዕናዬን!!! ትማሊ ንናጽነት ኤርትራ ዘልዓልናዬ ብረትና ቁልቁል ኪደፍኡ ዚፈተኑ: ዑሱባት KGB:ደላሎ ሰልፊ ባዓስን: እወ!ኣይረሳዕናዬምን!!! #Eritrea htt…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321
እነሱን ያቅርቡ. እደውልበታለሁ ውነድንም ጃምርእ ዩጣቀ ዎድቅዕ ደንእ ማነህ ምድንወ ጥስው ርብቃመበ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322
RT @MezmurBest: ኤርትራውያን ስነ ጥበበኛታት ንናይ ጎደና ስነጥበብ ክንደፍኣሉ ይግባእ። ንዘሎና ሃብታም ታሪኽ ብቕርጻ፡ ብቕብኣን ስነ ጽሑፍን ክንትርኾ ኣሎና። ነፍሲ ወከፍ ጎደና ታሪኽ ክንስንደሉ ዝኽእል እዩ።…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323
